fase_aluno,turma,ano_nasc,idade,genero,ano_inicio_pm,instituicao_aluno,CG,CF,CT,Nº Av,IAA,IEG,IPS,IDA,mat,por,ing,indicado_por_bolsa,ano_base,Escola,Ativo/ Inativo,risco_defasagem
3M,3M,2010-11-04 00:00:00,14,Feminino,2023,Pública,,,,5.0,7.084,7.846439628666666,9.38,3.8333333333333335,3.0,4.5,4.0,,2024,EM Alfredo Schunk,Cursando,0
3M,3M,2010-04-26 00:00:00,14,Feminino,2024,Pública,,,,5.0,8.334,8.674509804,6.885,5.833333333333333,5.5,5.5,6.5,,2024,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,1
3N,3N,2012-01-13 00:00:00,12,Feminino,2024,Pública,,,,2.0,7.501,6.210826211,8.13,8.166666666666666,8.0,6.5,10.0,,2024,EE Paschoal Carlos Magno,Cursando,0
3N,3N,2012-03-07 00:00:00,12,Feminino,2023,Pública,,,,2.0,9.168,10.0,7.51,5.833333333333333,8.5,4.5,4.5,,2024,EE Donizetti Aparecido Leite Professor,Cursando,0
3N,3N,2012-01-31 00:00:00,12,Masculino,2023,Pública,,,,2.0,9.168,7.137254902,8.13,6.833333333333333,9.0,5.5,6.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,0
3N,3N,2010-06-29 00:00:00,14,Masculino,2024,Pública,,,,2.0,8.334,6.374643874666667,8.75,4.666666666666667,5.0,3.0,6.0,,2024,EE Paschoal Carlos Magno,Cursando,0
3N,3N,2012-03-21 00:00:00,12,Masculino,2023,Pública,,,,2.0,8.751,6.278431372666667,8.13,4.333333333333333,7.5,3.5,2.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,0
3N,3N,2010-03-26 00:00:00,14,Feminino,2023,Pública,,,,2.0,9.585,7.682352941333334,7.51,5.666666666666667,8.5,3.5,5.0,,2024,EE Paschoal Carlos Magno,Cursando,1
3N,3N,2009-10-25 00:00:00,15,Masculino,2021,Pública,,,,2.0,8.334,9.566666666666666,7.51,7.333333333333333,8.0,6.0,8.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,1
3N,3N,2010-10-10 00:00:00,14,Masculino,2022,Pública,,,,2.0,7.918,8.380952381,8.13,4.833333333333333,6.5,4.0,4.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,0
3N,3N,2009-11-20 00:00:00,14,Feminino,2024,Pública,,,,2.0,7.917,6.467236467333334,8.13,6.666666666666667,9.5,6.0,4.5,,2024,EE Donizetti Aparecido Leite Professor,Cursando,1
3N,3N,2011-01-25 00:00:00,13,Feminino,2024,Pública,,,,2.0,8.334,5.2421652420000004,7.51,4.833333333333333,9.0,4.5,1.0,,2024,Estuda em outra cidade,Cursando,0
3N,3N,2007-12-02 00:00:00,16,Masculino,2021,Pública,,,,2.0,10.002,7.826890756333333,7.51,7.166666666666667,9.0,5.5,7.0,,2024,EE Maria André Schunck Dona,Cursando,1
3N,3N,2009-01-31 00:00:00,15,Masculino,2024,Pública,,,,2.0,9.585,7.441394335666668,7.51,4.166666666666667,5.5,3.0,4.0,,2024,EE Maria André Schunck Dona,Cursando,1
3P,3P,2012-04-21 00:00:00,12,Feminino,2022,Pública,,,,4.0,7.917,8.999164578333334,6.875,4.166666666666667,0.0,6.0,6.5,,2024,EE Maria André Schunck Dona,Cursando,0
3P,3P,2011-06-03 00:00:00,13,Feminino,2021,Pública,,,,4.0,4.584,4.707017544,2.51,3.3333333333333335,4.0,6.0,0.0,,2024,EE Maria André Schunck Dona,Cursando,0
3P,3P,2013-02-27 00:00:00,11,Feminino,2023,Pública,,,,4.0,8.334,7.588638262333333,8.13,3.5,1.0,4.5,5.0,,2024,EE Maria André Schunck Dona,Cursando,0
3P,3P,2009-12-19 00:00:00,14,Masculino,2021,Pública,,,,4.0,10.002,9.266666666666667,7.51,6.166666666666667,9.0,4.5,5.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,1
3P,3P,2009-10-21 00:00:00,15,Masculino,2024,Pública,,,,4.0,9.585,5.222222222,7.51,4.333333333333333,5.0,3.0,5.0,,2024,EE Maria André Schunck Dona,Cursando,1
3P,3P,2012-09-16 00:00:00,12,Masculino,2023,Pública,,,,4.0,8.334,6.152715121333333,7.51,4.666666666666667,5.0,3.0,6.0,,2024,EE Maria André Schunck Dona,Cursando,0
3P,3P,2009-12-15 00:00:00,14,Masculino,2021,Pública,,,,4.0,8.334,6.377276524666667,2.51,3.6666666666666665,2.0,5.0,4.0,,2024,EE Maria André Schunck Dona,Cursando,1
3P,3P,2010-07-30 00:00:00,14,Masculino,2022,Pública,,,,4.0,7.917,8.715873016,7.51,4.0,3.0,6.0,3.0,,2024,EE Maria André Schunck Dona,Cursando,0
3P,3P,2012-02-24 00:00:00,12,Feminino,2021,Pública,,,,4.0,7.917,5.278195488666667,2.51,3.8333333333333335,1.0,4.5,6.0,,2024,EE Maria André Schunck Dona,Cursando,0
3P,3P,2012-05-28 00:00:00,12,Feminino,2023,Pública,,,,4.0,8.334,9.133333333333333,7.51,8.5,10.0,8.0,7.5,,2024,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,0
3P,3P,2009-05-04 00:00:00,15,Masculino,2024,Pública,,,,4.0,9.585,4.7710437709999995,7.51,3.5,1.0,5.5,4.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,1
3P,3P,2009-09-12 00:00:00,15,Masculino,2021,Pública,,,,4.0,8.751,3.7396825396666666,6.88,4.0,3.0,4.0,5.0,,2024,EE Maria André Schunck Dona,Cursando,1
3P,3P,2011-02-23 00:00:00,13,Masculino,2024,Pública,,,,4.0,9.585,9.743589743666666,7.51,3.1666666666666665,1.0,4.5,4.0,,2024,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,0
3P,3P,2009-04-07 00:00:00,15,Masculino,2023,Pública,,,,4.0,9.168,5.565079365,8.13,3.5,1.0,2.5,7.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,1
3P,3P,2012-01-02 00:00:00,12,Feminino,2021,Pública,,,,4.0,9.585,9.149206349333333,3.76,4.0,2.0,5.0,5.0,,2024,EE Maria André Schunck Dona,Cursando,0
3R,3R,2011-05-16 00:00:00,13,Masculino,2024,Pública,,,,3.0,8.334,9.003921568666668,7.51,4.333333333333333,6.0,5.0,2.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,0
3R,3R,2009-03-14 00:00:00,15,Masculino,2024,Pública,,,,3.0,6.666,9.629629629666667,8.76,4.0,3.0,,5.0,,2024,EE Maria André Schunck Dona,Cursando,1
3R,3R,2010-07-08 00:00:00,14,Feminino,2021,Pública,,,,3.0,8.751,6.004481792666667,8.76,3.6666666666666665,5.5,4.0,1.5,,2024,EE Paschoal Carlos Magno,Cursando,0
3R,3R,2009-11-23 00:00:00,14,Feminino,2023,Pública,,,,3.0,8.751,4.547899159666667,8.135,1.6666666666666667,1.0,2.0,2.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,1
3R,3R,2011-03-29 00:00:00,13,Feminino,2022,Pública,,,,3.0,8.751,9.537254901999999,8.76,5.166666666666667,6.5,4.5,4.5,,2024,EE Donizetti Aparecido Leite Professor,Cursando,0
3R,3R,2010-11-20 00:00:00,13,Feminino,2022,Pública,,,,3.0,7.083,9.382456140333334,7.51,6.5,9.0,6.0,4.5,,2024,EE Donizetti Aparecido Leite Professor,Cursando,0
3R,3R,2010-09-23 00:00:00,14,Feminino,2021,Pública,,,,3.0,7.501,10.0,8.76,6.833333333333333,8.0,4.0,8.5,,2024,EE Donizetti Aparecido Leite Professor,Cursando,0
3R,3R,2011-06-22 00:00:00,13,Feminino,2021,Pública,,,,3.0,9.168,5.978431372666667,7.51,4.166666666666667,5.0,3.5,4.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,0
3R,3R,2010-11-09 00:00:00,13,Feminino,2021,Pública,,,,3.0,8.751,9.6,6.885,7.5,8.0,4.5,10.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,0
3R,3R,2011-01-13 00:00:00,13,Masculino,2024,Pública,,,,3.0,8.334,10.0,6.255,3.0,9.0,0.0,0.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,0
3R,3R,2010-12-30 00:00:00,13,Feminino,2021,Pública,,,,3.0,8.751,9.182446312,7.51,4.5,3.0,4.5,6.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,0
3U,3U,2012-01-06 00:00:00,12,Feminino,2022,Pública,,,,3.0,7.083,5.733333333333333,7.51,8.0,8.5,7.5,8.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,0
3U,3U,2012-11-18 00:00:00,11,Feminino,2021,Privada - Programa de Apadrinhamento,,,,3.0,9.168,9.241269841333333,7.51,8.5,7.5,8.0,10.0,,2024,Colégio Arco Íris Evolução,Cursando,0
3U,3U,2009-09-25 00:00:00,15,Masculino,2022,Pública,,,,3.0,8.334,7.3999999999999995,6.885,4.0,3.5,2.5,6.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,1
3U,3U,2013-05-16 00:00:00,11,Feminino,2021,Privada - Programa de Apadrinhamento,,,,3.0,9.168,9.833333333333334,7.51,7.833333333333333,8.5,8.0,7.0,,2024,Colégio Arco Íris Evolução,Cursando,0
3U,3U,2011-06-27 00:00:00,13,Masculino,2021,Pública,,,,3.0,9.585,3.380451127666667,6.885,5.333333333333333,5.5,3.5,7.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,0
3U,3U,2010-07-31 00:00:00,14,Masculino,2024,Pública,,,,3.0,7.917,5.222222222333333,7.51,4.0,3.5,,4.5,,2024,EE Donizetti Aparecido Leite Professor,Cursando,0
3U,3U,2010-06-28 00:00:00,14,Feminino,2022,Pública,,,,3.0,8.751,6.111111111,8.13,4.5,3.0,6.5,4.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,0
3U,3U,2010-06-13 00:00:00,14,Masculino,2021,Pública,,,,3.0,9.585,9.700000000000001,7.51,6.833333333333333,8.0,4.5,8.0,,2024,EE Paschoal Carlos Magno,Cursando,1
3U,3U,2011-01-19 00:00:00,13,Masculino,2022,Pública,,,,3.0,7.084,5.061904762,7.51,5.5,5.5,5.5,5.5,,2024,EE Donizetti Aparecido Leite Professor,Cursando,0
3U,3U,2011-11-25 00:00:00,12,Masculino,2022,Pública,,,,3.0,9.585,7.155555555666666,6.885,4.666666666666667,4.5,5.5,4.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,0
3U,3U,2013-02-19 00:00:00,11,Feminino,2023,Pública,,,,4.0,9.168,9.841269841333334,8.75,4.5,5.0,3.5,5.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,0
3U,3U,2010-08-09 00:00:00,14,Masculino,2021,Pública,,,,3.0,7.5,3.087719298333333,6.885,3.8333333333333335,3.0,3.5,5.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,0
3U,3U,2011-11-28 00:00:00,12,Masculino,2023,Pública,,,,3.0,8.751,8.914285714,7.51,6.0,6.0,5.5,6.5,,2024,EE Donizetti Aparecido Leite Professor,Cursando,0
3U,3U,2010-08-07 00:00:00,14,Feminino,2024,Pública,,,,3.0,9.585,8.916666666666666,7.51,7.0,6.0,,8.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,0
3U,3U,2012-09-05 00:00:00,12,Feminino,2022,Privada - Programa de Apadrinhamento,,,,3.0,9.585,9.441269841333334,7.51,8.666666666666666,9.0,7.0,10.0,,2024,Colégio Arco Íris Evolução,Cursando,0
3U,3U,2010-07-22 00:00:00,14,Masculino,2021,Pública,,,,3.0,8.334,3.9841269843333333,7.51,2.5,3.5,2.5,1.5,,2024,EE Donizetti Aparecido Leite Professor,Cursando,0
4A,4A,2009-06-09 00:00:00,15,Feminino,2023,Pública,,,,5.0,8.334,10.0,10.0,6.0,2.0,6.0,10.0,,2024,EE Joaquim Mendes Feliz,Cursando,1
4A,4A,2008-07-30 00:00:00,16,Masculino,2024,Pública,,,,5.0,9.168,8.705360238666666,8.755,5.5,5.0,5.5,6.0,,2024,EE Joaquim Mendes Feliz,Cursando,1
4A,4A,2010-07-21 00:00:00,14,Feminino,2022,Privada,,,,5.0,9.168,8.973112128333334,6.26,9.333333333333334,10.0,9.0,9.0,,2024,Recanto Betânia Centro Educacional,Cursando,0
4A,4A,2011-06-01 00:00:00,13,Feminino,2021,Pública,,,,5.0,7.5,7.155537064000001,5.635,8.166666666666666,8.0,7.0,9.5,,2024,EE Leonice de Aquino Oliveira,Cursando,0
4A,4A,2010-11-24 00:00:00,13,Masculino,2022,Privada,,,,5.0,9.168,9.407894737,9.38,8.166666666666666,7.0,8.0,9.5,,2024,Recanto Betânia Centro Educacional,Cursando,0
4A,4A,2009-01-29 00:00:00,15,Feminino,2024,Pública,,,,5.0,7.917,5.2929755216666665,6.885,4.666666666666667,8.0,0.0,6.0,,2024,EE Paschoal Carlos Magno,Cursando,1
4A,4A,2009-05-06 00:00:00,15,Masculino,2021,Privada - Programa de Apadrinhamento,,,,5.0,9.585,7.605358505000001,9.38,7.0,7.0,7.0,7.0,,2024,Colégio Arco Íris Evolução,Cursando,0
4A,4A,2010-08-04 00:00:00,14,Feminino,2024,Privada,,,,5.0,9.168,9.206349206333334,5.635,8.166666666666666,6.0,8.5,10.0,,2024,Colégio Arco Íris Evolução,Cursando,0
4A,4A,2009-06-24 00:00:00,15,Feminino,2021,Privada - Programa de Apadrinhamento,,,,5.0,8.751,9.702380952333334,5.635,8.5,8.0,8.5,9.0,,2024,Colégio Arco Íris Evolução,Cursando,1
4A,4A,2009-08-15 00:00:00,15,Feminino,2022,Pública,,,,5.0,7.917,9.249011857666666,6.26,7.5,5.0,7.5,10.0,,2024,EE Mario Francisco de Amorim,Cursando,0
4A,4A,2009-01-11 00:00:00,15,Masculino,2022,Privada,,,,5.0,8.334,7.554824561666667,6.88,7.166666666666667,5.0,9.0,7.5,,2024,Estuda em outra cidade,Cursando,1
4A,4A,2008-07-06 00:00:00,16,Masculino,2024,Pública,,,,5.0,9.585,9.174603174666666,5.0,9.0,8.5,8.5,10.0,,2024,EE Joaquim Mendes Feliz,Cursando,1
4A,4A,2009-08-28 00:00:00,15,Masculino,2021,Pública,,,,5.0,7.5,5.512100409000001,6.26,5.833333333333333,6.0,6.5,5.0,,2024,EE Mario Francisco de Amorim,Cursando,0
4A,4A,2010-07-13 00:00:00,14,Feminino,2021,Pública,,,,5.0,8.751,9.673046251999999,6.885,7.666666666666667,6.5,7.5,9.0,,2024,EE Leonice de Aquino Oliveira,Cursando,0
4A,4A,2008-05-13 00:00:00,16,Feminino,2021,Pública,,,,5.0,7.918,7.885292942666666,5.63,5.666666666666667,5.0,4.5,7.5,,2024,EE Paschoal Carlos Magno,Cursando,1
4B,4B,2010-04-08 00:00:00,14,Masculino,2021,Pública,,,,4.0,9.168,7.441643324,7.51,6.833333333333333,5.0,8.0,7.5,,2024,EE Leonice de Aquino Oliveira,Cursando,0
4B,4B,2008-03-16 00:00:00,16,Masculino,2022,Pública,,,,4.0,9.585,5.414731682,5.635,1.0,0.0,2.0,1.0,,2024,EE Alexandre Rodrigues Nogueira,Cursando,1
4B,4B,2011-03-26 00:00:00,13,Masculino,2021,Pública,,,,4.0,8.334,4.453748006333333,6.26,3.1666666666666665,2.0,5.5,2.0,,2024,EE Loris Nassif Mattar Profa,Cursando,0
4B,4B,2008-02-05 00:00:00,16,Feminino,2024,Pública,,,,4.0,6.25,8.666666666666666,5.01,0.5,0.5,,,,2024,EE Alexandre Rodrigues Nogueira,Cursando,1
4B,4B,2010-12-27 00:00:00,13,Feminino,2021,Pública,,,,4.0,9.168,7.268170426,6.26,5.0,2.0,5.5,7.5,,2024,EE Leonice de Aquino Oliveira,Cursando,0
4B,4B,2009-03-03 00:00:00,15,Feminino,2024,Pública,,,,4.0,8.751,8.305555555666666,7.51,7.0,5.0,7.5,8.5,,2024,EE Alexandre Rodrigues Nogueira,Cursando,1
4B,4B,2009-06-19 00:00:00,15,Masculino,2024,Pública,,,,4.0,8.334,4.942067736333334,6.885,2.1666666666666665,1.0,3.5,2.0,,2024,EE Alexandre Rodrigues Nogueira,Cursando,1
4B,4B,2008-08-15 00:00:00,16,Masculino,2024,Pública,,,,4.0,0.0,8.102240896333333,7.51,5.5,7.0,3.0,6.5,,2024,EE Alexandre Rodrigues Nogueira,Cursando,1
4B,4B,2007-09-03 00:00:00,17,Feminino,2024,Pública,,,,4.0,9.168,9.247219355666667,7.51,6.5,3.0,8.0,8.5,,2024,EE Alexandre Rodrigues Nogueira,Cursando,1
4B,4B,2008-06-08 00:00:00,16,Feminino,2024,Pública,,,,4.0,8.334,8.771043771,7.51,8.166666666666666,5.0,9.5,10.0,,2024,EE Alexandre Rodrigues Nogueira,Cursando,1
4B,4B,2010-07-08 00:00:00,14,Masculino,2021,Pública,,,,4.0,8.334,6.656346749333334,5.635,5.333333333333333,1.0,7.0,8.0,,2024,EE Alexandre Rodrigues Nogueira,Cursando,0
4B,4B,2009-03-03 00:00:00,15,Feminino,2024,Pública,,,,4.0,9.168,7.493464052333334,7.51,8.166666666666666,7.5,7.5,9.5,,2024,EE Paschoal Carlos Magno,Cursando,1
4B,4B,2009-11-25 00:00:00,14,Feminino,2021,Pública,,,,4.0,0.0,8.306595365666666,6.26,4.333333333333333,0.0,5.0,8.0,,2024,EE Loris Nassif Mattar Profa,Cursando,0
4B,4B,2009-07-08 00:00:00,15,Feminino,2021,Pública,,,,4.0,9.168,6.827094474333333,6.26,7.5,5.0,7.5,10.0,,2024,EE Alexandre Rodrigues Nogueira,Cursando,0
4B,4B,2007-10-24 00:00:00,17,Feminino,2024,Pública,,,,4.0,6.666,7.111111111333334,6.26,2.1666666666666665,2.0,3.0,1.5,,2024,EE Alexandre Rodrigues Nogueira,Cursando,1
4B,4B,2008-08-06 00:00:00,16,Feminino,2024,Pública,,,,4.0,9.585,7.542087542,7.51,8.333333333333334,6.5,9.0,9.5,,2024,EE Alexandre Rodrigues Nogueira,Cursando,1
4B,4B,2008-08-17 00:00:00,16,Masculino,2024,Pública,,,,4.0,8.334,9.111111111333335,5.005,5.666666666666667,5.0,6.0,6.0,,2024,EE Alexandre Rodrigues Nogueira,Cursando,1
4C,4C,2009-05-30 00:00:00,15,Feminino,2024,Pública,,,,3.0,9.168,9.841269841333334,7.51,7.5,7.5,6.5,8.5,,2024,EE Paschoal Carlos Magno,Cursando,1
4C,4C,2007-10-15 00:00:00,17,Masculino,2023,Pública,,,,3.0,8.334,6.481481481666667,7.51,6.833333333333333,4.0,6.5,10.0,,2024,EE Olivia de Faria Nogueira,Cursando,1
4C,4C,2008-08-17 00:00:00,16,Masculino,2024,Pública,,,,3.0,9.168,6.120448179333334,6.26,5.0,0.0,6.0,9.0,,2024,EE Olivia de Faria Nogueira,Cursando,1
4C,4C,2008-08-23 00:00:00,16,Feminino,2024,Pública,,,,3.0,8.751,8.399470899666667,7.51,7.333333333333333,7.0,6.0,9.0,,2024,EE Paschoal Carlos Magno,Cursando,1
4C,4C,2011-03-04 00:00:00,13,Feminino,2023,Pública,,,,3.0,7.5,9.722222222333334,5.635,9.0,9.0,8.0,10.0,,2024,EE Paschoal Carlos Magno,Cursando,0
4C,4C,2008-10-19 00:00:00,16,Feminino,2024,Pública,,,,3.0,9.168,8.624338624,6.885,5.333333333333333,0.0,7.5,8.5,,2024,EE Olivia de Faria Nogueira,Cursando,1
4C,4C,2009-07-29 00:00:00,15,Feminino,2023,Privada - Programa de Apadrinhamento,,,,3.0,6.667,9.523809523666666,5.005,8.833333333333334,9.5,8.0,9.0,,2024,Colégio Arco Íris Evolução,Cursando,0
4C,4C,2008-07-21 00:00:00,16,Feminino,2021,Pública,,,,3.0,8.751,7.728174603333334,6.26,4.5,6.5,7.0,0.0,,2024,EE Mario Francisco de Amorim,Cursando,1
4C,4C,2008-07-16 00:00:00,16,Feminino,2024,Pública,,,,3.0,8.334,9.523809523666666,5.635,6.666666666666667,7.5,4.5,8.0,,2024,EE Loris Nassif Mattar Profa,Cursando,1
4C,4C,2010-06-28 00:00:00,14,Feminino,2021,Privada - Programa de Apadrinhamento,,,,3.0,8.751,9.537037037,5.635,7.833333333333333,7.5,7.0,9.0,,2024,Colégio Arco Íris Evolução,Cursando,0
4C,4C,2010-08-21 00:00:00,14,Feminino,2021,Pública,,,,3.0,9.168,7.162698412666667,6.26,5.5,4.0,4.5,8.0,,2024,EE Joaquim Mendes Feliz,Cursando,0
4C,4C,2008-09-20 00:00:00,16,Masculino,2024,Pública,,,,3.0,10.002,4.993386243333333,7.51,4.333333333333333,4.0,7.0,2.0,,2024,EE Mario Francisco de Amorim,Cursando,1
4F,4F,2010-06-21 00:00:00,14,Feminino,2022,Pública,,,,5.0,9.168,7.890668700666666,6.26,4.5,1.5,4.0,8.0,,2024,EE Loris Nassif Mattar Profa,Cursando,0
4F,4F,2008-05-08 00:00:00,16,Masculino,2021,Pública,,,,5.0,7.083,6.645021645,5.0,5.0,1.0,8.0,6.0,,2024,EE Paschoal Carlos Magno,Cursando,1
4F,4F,2007-05-22 00:00:00,17,Feminino,2021,Pública,,,,5.0,8.751,6.361737677333333,5.635,6.666666666666667,4.0,10.0,6.0,,2024,EE Paschoal Carlos Magno,Cursando,1
4F,4F,2008-08-19 00:00:00,16,Masculino,2021,Pública,,,,5.0,9.168,6.324561403666666,5.63,3.0,2.0,3.0,4.0,,2024,EE Alexandre Rodrigues Nogueira,Cursando,1
4F,4F,2011-01-20 00:00:00,13,Masculino,2021,Pública,,,,5.0,9.168,8.600288600333334,7.51,5.833333333333333,1.0,8.0,8.5,,2024,EE João Ortiz Rodrigues,Cursando,0
4F,4F,2009-02-18 00:00:00,15,Feminino,2023,Pública,,,,5.0,8.334,8.888888889,5.005,4.666666666666667,6.0,8.0,0.0,,2024,EE Alexandre Rodrigues Nogueira,Cursando,1
4F,4F,2010-02-09 00:00:00,14,Feminino,2021,Pública,,,,5.0,7.5,8.607503607333333,7.51,7.5,5.0,9.5,8.0,,2024,EE João Ortiz Rodrigues,Cursando,0
4F,4F,2011-05-19 00:00:00,13,Feminino,2023,Pública,,,,5.0,7.5,7.821067821,7.51,2.0,6.0,0.0,0.0,,2024,EE João Ortiz Rodrigues,Cursando,0
4F,4F,2010-12-29 00:00:00,13,Feminino,2024,Pública,,,,5.0,8.334,6.761695906666667,7.51,7.333333333333333,6.0,6.0,10.0,,2024,EE Olivia de Faria Nogueira,Cursando,0
4F,4F,2008-07-14 00:00:00,16,Feminino,2021,Pública,,,,5.0,7.5,6.349206349,7.51,4.333333333333333,1.0,7.0,5.0,,2024,EE Joaquim Mendes Feliz,Cursando,1
4F,4F,2009-11-05 00:00:00,15,Feminino,2021,Pública,,,,5.0,8.751,9.674603174666666,7.51,7.0,7.5,5.5,8.0,,2024,EE João Ortiz Rodrigues,Cursando,0
4F,4F,2011-03-19 00:00:00,13,Feminino,2021,Pública,,,,5.0,8.751,6.921693121666666,6.26,4.333333333333333,2.5,5.5,5.0,,2024,EE Olivia de Faria Nogueira,Cursando,0
4F,4F,2007-07-06 00:00:00,17,Masculino,2021,Privada,,,,5.0,7.917,4.854560643666667,7.51,4.166666666666667,1.0,4.5,7.0,,2024,Colégio Nogueira e Sonho de Criança,Cursando,1
4F,4F,2008-02-21 00:00:00,16,Feminino,2022,Pública,,,,5.0,8.751,9.090261886999999,5.635,7.166666666666667,7.5,6.0,8.0,,2024,EE Joaquim Mendes Feliz,Cursando,1
4F,4F,2008-07-18 00:00:00,16,Masculino,2024,Pública,,,,5.0,8.751,9.049953314666666,7.51,6.166666666666667,5.0,7.5,6.0,,2024,EE Paschoal Carlos Magno,Cursando,1
4F,4F,2010-02-25 00:00:00,14,Feminino,2021,Pública,,,,5.0,9.168,7.698412698333333,7.51,5.166666666666667,4.0,6.5,5.0,,2024,EE João Ortiz Rodrigues,Cursando,0
4H,4H,2010-05-30 00:00:00,14,Feminino,2022,Privada - Programa de Apadrinhamento,,,,3.0,9.168,9.629629629666667,6.88,9.166666666666666,10.0,7.5,10.0,,2024,Colégio Arco Íris Evolução,Cursando,0
4H,4H,2008-09-17 00:00:00,16,Masculino,2024,Pública,,,,3.0,8.334,7.834844760666667,6.26,6.333333333333333,7.0,4.5,7.5,,2024,EE Olivia de Faria Nogueira,Cursando,1
4H,4H,2009-04-07 00:00:00,15,Masculino,2024,Pública,,,,3.0,8.334,8.069444444333334,6.255,4.5,7.0,2.0,4.5,,2024,EE Paschoal Carlos Magno,Cursando,1
4H,4H,2009-02-02 00:00:00,15,Feminino,2024,Pública,,,,3.0,7.917,7.753623188333333,6.26,8.166666666666666,8.0,6.5,10.0,,2024,EE Mario Francisco de Amorim,Cursando,1
4L,4L,2009-03-14 00:00:00,15,Masculino,2021,Pública,,,,4.0,8.751,8.954191033333332,5.63,7.5,8.0,8.5,6.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,1
4L,4L,2008-12-09 00:00:00,15,Feminino,2022,Pública,,,,4.0,7.917,7.9050567596666665,4.38,4.833333333333333,3.5,7.0,4.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,1
4L,4L,2009-04-22 00:00:00,15,Feminino,2024,Pública,,,,4.0,8.334,9.153439153333332,7.51,5.5,6.0,5.5,5.0,,2024,Estuda em outra cidade,Cursando,1
4L,4L,2008-11-18 00:00:00,15,Feminino,2022,Pública,,,,4.0,8.751,9.666666666666666,5.63,4.833333333333333,1.0,8.0,5.5,,2024,EE Donizetti Aparecido Leite Professor,Cursando,1
4L,4L,2009-06-09 00:00:00,15,Feminino,2022,Pública,,,,4.0,7.917,9.140350877333333,5.01,6.833333333333333,5.5,9.0,6.0,,2024,EE Maria André Schunck Dona,Cursando,0
4L,4L,2009-03-23 00:00:00,15,Feminino,2024,Pública,,,,4.0,10.002,6.775210084333334,7.51,4.0,5.0,3.0,4.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,1
4L,4L,2008-07-08 00:00:00,16,Feminino,2021,Pública,,,,4.0,7.501,10.0,6.26,5.5,5.0,6.0,5.5,,2024,EE Donizetti Aparecido Leite Professor,Cursando,1
4L,4L,2009-02-25 00:00:00,15,Feminino,2024,Pública,,,,4.0,10.002,6.128654970666666,5.01,5.666666666666667,3.5,5.5,8.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,1
4L,4L,2009-08-19 00:00:00,15,Feminino,2021,Pública,,,,4.0,9.585,8.011695906666667,7.51,3.3333333333333335,3.5,4.0,2.5,,2024,EE Maria André Schunck Dona,Cursando,0
4L,4L,2009-12-04 00:00:00,14,Feminino,2022,Pública,,,,4.0,8.334,8.401559454333333,7.51,8.833333333333334,9.0,10.0,7.5,,2024,EE Neide Celestina de Oliveira Profa,Cursando,0
4L,4L,2009-07-16 00:00:00,15,Masculino,2022,Pública,,,,4.0,8.334,7.614522417333333,6.26,3.6666666666666665,2.0,5.0,4.0,,2024,EE Maria André Schunck Dona,Cursando,0
4L,4L,2008-01-10 00:00:00,16,Feminino,2024,Pública,,,,4.0,9.168,10.0,7.51,3.75,7.5,0.0,,,2024,EE Donizetti Aparecido Leite Professor,Cursando,1
4L,4L,2010-06-02 00:00:00,14,Feminino,2024,Pública,,,,4.0,7.917,8.640618640666666,7.51,4.0,3.5,4.5,,,2024,EE Maria André Schunck Dona,Cursando,0
4L,4L,2010-05-09 00:00:00,14,Feminino,2022,Pública,,,,4.0,8.334,9.616228070333333,7.51,3.3333333333333335,2.0,6.0,2.0,,2024,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,0
4L,4L,2009-01-03 00:00:00,15,Feminino,2023,Pública,,,,4.0,8.751,7.763157895,5.635,4.0,3.0,6.0,3.0,,2024,EE Donizetti Aparecido Leite Professor,Cursando,1
